"Id";"forme";"féminin";"féminin_pluriel";"pluriel";"type";"présent_dans_table_noms_et_adjectifs";"z";"participe_présent_orésent_dans_table_noms_et_adjectifs";"participe_passé_présent_dans_table_noms_et_adjectifs";"adverbe";"pluriel_correct";"féminin_correct";"féminin_pluriel_correct";"forme_correcte";"doublons";"à supprimer";"indice"
54080;"sibyllin";"sibylline";"sibyllines";"sibyllins";1;0;0;0;0;0;;;;;0;0;0
54081;"sibérien";"sibérienne";"sibériennes";"sibériens";3;1;0;0;0;0;;;;;0;0;0
54082;"siccatif";"siccative";"siccatives";"siccatifs";1;0;0;0;0;0;"siccatifs";"siccative";"siccatives";;0;0;0
54083;"sicilien";"sicilienne";"siciliennes";"siciliens";1;0;0;0;0;0;;;;;0;0;1
54084;"sidéral";"sidérale";"sidérales";"sidéraux";1;0;0;0;0;0;;;;;0;0;0
54086;"sidérurgique";;;"sidérurgiques";1;0;0;0;0;0;;;;;0;0;5
54087;"sien";"sienne";"siennes";"siens";3;1;0;0;0;0;;;;;0;0;17
54088;"siennois";"siennoise";"siennoises";;3;1;0;0;0;0;;;;;0;0;0
54090;"siffleur";"siffleuse";"siffleuses";"siffleurs";3;1;0;0;0;0;"siffleurs";"siffleuse";"siffleuses";;0;0;1
54091;"sigillaire";;;"sigillaires";3;1;0;0;0;0;;;;;0;0;0
54092;"sigillographique";;;"sigillographiques";1;0;0;0;0;0;;;;;0;0;0
54093;"sigillé";"sigillée";"sigillées";"sigillés";1;0;0;0;0;0;;;;;0;0;0
54094;"sigmoïde";;;"sigmoïdes";3;1;0;0;0;0;;;;;0;0;0
54096;"signalétique";;;"signalétiques";1;0;0;0;0;0;;;;;0;0;0
54098;"significatif";"significative";"significatives";"significatifs";1;0;0;0;0;0;"significatifs";"significative";"significatives";;0;0;46
54099;"silencieux";"silencieuse";"silencieuses";;1;0;0;0;0;0;;"silencieuse";"silencieuses";"silencieux";1;0;16
54100;"siliceux";"siliceuse";"siliceuses";;1;0;0;0;0;0;;"siliceuse";"siliceuses";"siliceux";0;0;5
54101;"silicique";;;"siliciques";1;0;0;0;0;0;;;;;0;0;1
54102;"silurien";"silurienne";"siluriennes";"siluriens";3;1;0;0;0;0;;;;;0;0;0
54103;"simien";"simienne";"simiennes";"simiens";1;0;0;0;0;0;;;;;0;0;1
54104;"simiesque";;;"simiesques";1;0;0;0;0;0;;;;;0;0;1
54105;"similaire";;;"similaires";1;0;0;0;0;0;;;;;0;0;121
54106;"simoniaque";;;"simoniaques";1;0;0;0;0;0;;;;;0;0;0
54107;"simple";;;"simples";3;1;0;0;0;0;;;;;0;0;742
54108;"simplet";"simplette";"simplettes";"simplets";1;0;0;0;0;0;"simplets";"simplette";"simplettes";;0;0;0
54109;"simplifiable";;;"simplifiables";1;0;0;0;0;0;;;;;0;0;0
54110;"simplificateur";"simplificatrice";"simplificatrices";"simplificateurs";1;0;0;0;0;0;"simplificateurs";"simplificatrice";"simplificatrices";;0;0;1
54112;"simpliste";;;"simplistes";1;0;0;0;0;0;;;;;0;0;1
54113;"simultané";"simultanée";"simultanées";"simultanés";1;0;0;0;0;0;;;;;0;0;4
85992;"contingentant";"contingentante";"contingentantes";"contingentants";4;0;0;0;0;0;;;;;0;0;0
85993;"continuant";"continuante";"continuantes";"continuants";4;0;0;0;0;0;;;;;0;0;16
85994;"se contorsionnant";"contorsionnante";"contorsionnantes";"contorsionnants";4;0;0;0;0;0;;;;;0;0;0
54115;"sinapisé";"sinapisée";"sinapisées";"sinapisés";1;0;1;0;0;0;;;;;0;0;0
54116;"sincipital";"sincipitale";"sincipitales";"sincipitaux";1;0;0;0;0;0;;;;;0;0;0
54117;"sincère";;;"sincères";1;0;0;0;0;0;;;;;0;0;27
54118;"singulaire";;;"singulaires";1;0;0;0;0;0;;;;;0;0;0
54119;"singulier";"singulière";"singulières";"singuliers";3;1;0;0;0;0;"singuliers";"singulière";"singulières";;0;0;39
54120;"sinistre";;;"sinistres";3;1;0;0;0;0;;;;;0;0;5
54121;"sinistré";"sinistrée";"sinistrées";"sinistrés";1;0;0;0;0;0;;;;;0;0;2
54122;"sinoque";;;"sinoques";1;0;0;0;0;0;;;;;0;0;0
54123;"sinueux";"sinueuse";"sinueuses";;1;0;0;0;0;0;;"sinueuse";"sinueuses";"sinueux";0;0;1
54124;"sinusoïdal";"sinusoïdale";"sinusoïdales";"sinusoïdaux";1;0;1;0;0;0;;;;;0;0;0
54125;"sioniste";;;"sionistes";3;1;0;0;0;0;;;;;0;0;2
54126;"sioux";;;;3;1;0;0;0;0;;;;;0;0;2
54128;"siphoïde";;;"siphoïdes";1;0;0;0;0;0;;;;;0;0;0
54129;"sirupeux";"sirupeuse";"sirupeuses";;1;0;0;0;0;0;;"sirupeuse";"sirupeuses";"sirupeux";0;0;2
54131;"sismique";;;"sismiques";1;0;0;0;0;0;;;;;0;0;0
54133;"sixième";;;"sixièmes";3;1;0;0;0;0;;;;;0;0;14
54134;"skiable";;;"skiables";1;0;0;0;0;0;;;;;0;0;1
54135;"slave";;;"slaves";3;1;0;0;0;0;;;;;0;0;4
54137;"slavon";"slavonne";"slavonnes";"slavons";3;1;0;0;0;0;;;;;0;0;0
54138;"slovaque";;;"slovaques";1;0;0;0;0;0;;;;;0;0;23
54139;"slovène";;;"slovènes";1;0;0;0;0;0;;;;;0;0;0
54140;"smaragdin";"smaragdine";"smaragdines";"smaragdins";1;0;0;0;0;0;;;;;0;0;0
54141;"smart";;;;1;0;0;0;0;0;;;;;0;0;8
54142;"smectique";;;"smectiques";1;0;0;0;0;0;;;;;0;0;0
54143;"snob";;;"snobs";1;0;0;0;0;0;;;;;0;0;12
54144;"snobinard";"snobinarde";"snobinardes";"snobinards";3;1;0;0;0;0;;;;;0;0;0
54145;"sobre";;;"sobres";1;0;0;0;0;0;;;;;0;0;7
54146;"sociable";;;"sociables";1;0;0;0;0;0;;;;;0;0;2
54147;"social";"sociale";"sociales";"sociaux";1;0;0;0;0;0;;;;;0;0;583
54149;"socialiste";;;"socialistes";3;1;0;0;0;0;;;;;0;0;20
54150;"socioculturel";"socioculturelle";"socioculturelles";"socioculturels";1;0;0;0;0;0;;;;;0;0;0
54151;"sociologique";;;"sociologiques";1;0;0;0;0;0;;;;;0;0;15
54152;"sociologiste";;;"sociologistes";1;0;0;0;0;0;;;;;0;0;0
54153;"sociométrique";;;"sociométriques";1;0;0;0;0;0;;;;;0;0;0
54154;"socioprofessionnel";"socioprofessionnelle";"socioprofessionnelles";"socioprofessionnels";1;0;0;0;0;0;;;;;0;0;1
54155;"sociétaire";;;"sociétaires";1;0;0;0;0;0;;;;;0;0;4
54156;"socratique";;;"socratiques";1;0;0;0;0;0;;;;;0;0;0
54157;"sodique";;;"sodiques";1;0;0;0;0;0;;;;;0;0;0
54158;"sodé";"sodée";"sodées";"sodés";1;0;0;0;0;0;;;;;0;0;0
54159;"soiffard";"soiffarde";"soiffardes";"soiffards";3;1;0;0;0;0;;;;;0;0;0
54161;"soigneux";"soigneuse";"soigneuses";;1;0;0;0;0;0;;"soigneuse";"soigneuses";"soigneux";0;0;6
54163;"soixantième";;;"soixantièmes";3;1;0;0;0;0;;;;;0;0;1
54164;"solaire";;;"solaires";1;0;0;0;0;0;;;;;0;0;9
54165;"soldatesque";;;"soldatesques";3;1;0;0;0;0;;;;;0;0;1
54166;"solennel";"solennelle";"solennelles";"solennels";1;0;0;0;0;0;;;;;0;0;3
85995;"contournant";"contournante";"contournantes";"contournants";4;0;0;0;0;0;;;;;0;0;0
85996;"contractant";"contractante";"contractantes";"contractants";4;0;0;0;0;0;;;;;0;0;42
85997;"contractualisant";"contractualisante";"contractualisantes";"contractualisants";4;0;1;0;0;0;;;;;0;0;0
85998;"contracturant";"contracturante";"contracturantes";"contracturants";4;0;0;0;0;0;;;;;0;0;0
85999;"contraignant";"contraignante";"contraignantes";"contraignants";4;0;0;0;0;0;;;;;0;0;171
54167;"solidaire";;;"solidaires";1;0;0;0;0;0;;;;;0;0;154
54168;"solide";;;"solides";3;1;0;0;0;0;;;;;0;0;32
54169;"solipsiste";;;"solipsistes";3;1;0;0;0;0;;;;;0;0;0
54170;"solipède";;;"solipèdes";3;1;0;0;0;0;;;;;0;0;0
54171;"soliste";;;"solistes";1;0;0;0;0;0;;;;;0;0;10
54172;"solitaire";;;"solitaires";3;1;0;0;0;0;;;;;0;0;4
54173;"solsticial";"solsticiale";"solsticiales";"solsticiaux";1;0;0;0;0;0;;;;;0;0;0
54174;"soluble";;;"solubles";1;0;0;0;0;0;;;;;0;0;1
54175;"solutréen";"solutréenne";"solutréennes";"solutréens";3;1;0;0;0;0;;;;;0;0;0
54176;"solvable";;;"solvables";1;0;0;0;0;0;;;;;0;0;0
54177;"soléaire";;;"soléaires";1;0;0;0;0;0;;;;;0;0;0
54178;"solénoïdal";"solénoïdale";"solénoïdales";"solénoïdaux";1;0;0;0;0;0;;;;;0;0;0
54179;"somalie";;;;3;1;0;0;0;0;;;;;0;0;15
54180;"somatique";;;"somatiques";1;0;0;0;0;0;;;;;0;0;2
54181;"somatotrope";;;"somatotropes";1;0;0;0;0;0;;;;;0;0;0
54182;"sombre";;;"sombres";1;0;0;0;0;0;;;;;0;0;6
54183;"sommable";;;"sommables";1;0;0;0;0;0;;;;;0;0;0
54184;"sommaire";;;"sommaires";3;1;0;0;0;0;;;;;0;0;134
54186;"sommeilleux";"sommeilleuse";"sommeilleuses";;1;0;0;0;0;0;;"sommeilleuse";"sommeilleuses";"sommeilleux";0;0;0
54187;"somnambulesque";;;"somnambulesques";1;0;0;0;0;0;;;;;0;0;0
54188;"somnambulique";;;"somnambuliques";1;0;0;0;0;0;;;;;0;0;0
54189;"somnifère";;;"somnifères";3;1;0;0;0;0;;;;;0;0;3
54190;"somnolent";"somnolente";"somnolentes";"somnolents";1;0;0;0;0;0;;;;;0;0;0
54191;"somptuaire";;;"somptuaires";1;0;0;0;0;0;;;;;0;0;1
54192;"somptueux";"somptueuse";"somptueuses";;1;0;0;0;0;0;;"somptueuse";"somptueuses";"somptueux";0;0;11
54193;"songeur";"songeuse";"songeuses";"songeurs";1;0;0;0;0;0;"songeurs";"songeuse";"songeuses";;0;0;7
54194;"sonique";;;"soniques";1;0;0;0;0;0;;;;;0;0;0
54197;"sonore";;;"sonores";1;0;0;0;0;0;;;;;0;0;1
54198;"sophistique";;;"sophistiques";3;1;0;0;0;0;;;;;0;0;0
54200;"soporifique";;;"soporifiques";1;0;0;0;0;0;;;;;0;0;0
54201;"sorbonnard";"sorbonnarde";"sorbonnardes";"sorbonnards";3;1;0;0;0;0;;;;;0;0;0
54202;"sordide";;;"sordides";1;0;0;0;0;0;;;;;0;0;11
54203;"sororal";"sororale";"sororales";"sororaux";1;0;0;0;0;0;;;;;0;0;0
54204;"sortable";;;"sortables";1;0;0;0;0;0;;;;;0;0;0
54206;"sot";"sotte";"sottes";"sots";1;0;0;0;0;0;"sots";"sotte";"sottes";;0;0;2
54207;"souahéli";"souahélie";"souahélies";"souahélis";1;0;0;0;0;0;;;;;0;0;0
54208;"soucieux";"soucieuse";"soucieuses";;1;0;0;0;0;0;;"soucieuse";"soucieuses";"soucieux";0;0;24
54209;"soudable";;;"soudables";1;0;0;0;0;0;;;;;0;0;0
54210;"soudain";"soudaine";"soudaines";"soudains";1;0;0;0;0;0;;;;;0;0;50
54211;"soudanais";"soudanaise";"soudanaises";;3;1;0;0;0;0;;;;;0;0;9
54213;"soudier";"soudière";"soudières";"soudiers";1;0;0;0;0;0;"soudiers";"soudière";"soudières";;0;0;0
54216;"souffleur";"souffleuse";"souffleuses";"souffleurs";3;1;0;0;0;0;"souffleurs";"souffleuse";"souffleuses";;0;0;0
86000;"contrariant";"contrariante";"contrariantes";"contrariants";4;0;0;0;0;0;;;;;0;0;0
86001;"contrastant";"contrastante";"contrastantes";"contrastants";4;0;0;0;0;0;;;;;0;0;2
86003;"contre-boutant";"contre-boutante";"contre-boutantes";"contre-boutants";4;0;0;0;0;0;;;;;0;0;0
54219;"souffreteux";"souffreteuse";"souffreteuses";;3;1;0;0;0;0;;"souffreteuse";"souffreteuses";"souffreteux";1;0;2
54221;"souhaitable";;;"souhaitables";1;0;0;0;0;0;;;;;0;0;202
54224;"souple";;;"souples";1;0;0;0;0;0;;;;;0;0;84
54225;"soupçonnable";;;"soupçonnables";1;0;0;0;0;0;;;;;0;0;0
54226;"soupçonneux";"soupçonneuse";"soupçonneuses";;1;0;0;0;0;0;;"soupçonneuse";"soupçonneuses";"soupçonneux";0;0;3
54227;"sourcilier";"sourcilière";"sourcilières";"sourciliers";1;0;0;0;0;0;"sourciliers";"sourcilière";"sourcilières";;0;0;1
54228;"sourcilleux";"sourcilleuse";"sourcilleuses";;1;0;0;0;0;0;;"sourcilleuse";"sourcilleuses";"sourcilleux";0;0;0
54229;"sourd";"sourde";"sourdes";"sourds";1;0;0;0;0;0;;;;;0;0;38
54230;"sourdingue";;;"sourdingues";1;0;0;0;0;0;;;;;0;0;0
54232;"sournois";"sournoise";"sournoises";;1;0;0;0;0;0;;;;;0;0;12
54233;"soussigné";"soussignée";"soussignées";"soussignés";1;0;0;0;0;0;;;;;0;0;1
54234;"soustractif";"soustractive";"soustractives";"soustractifs";1;0;0;0;0;0;"soustractifs";"soustractive";"soustractives";;0;0;0
54235;"soutenable";;;"soutenables";1;0;0;0;0;0;;;;;0;0;31
118983;"pique-nique";;;"pique-niques";0;0;0;0;0;0;;;;;0;0;3
118984;"sous-titre";;;"sous-titres";0;0;0;0;0;0;;;;;0;0;3
118985;"abaisse-langue";;;;0;0;0;0;0;0;;;;;0;0;0
118986;"abat-jour";;;;0;0;0;0;0;0;;;;;0;0;5
118987;"abat-vent";;;;0;0;0;0;0;0;;;;;0;0;0
118988;"abat-voix";;;;0;0;0;0;0;0;;;;;0;0;0
118989;"abri-sous-roche";;;"abri-sous-roches";0;0;0;0;0;0;;;;;0;0;0
54237;"souterrain";"souterraine";"souterraines";"souterrains";3;1;0;0;0;0;;;;;0;0;34
54238;"souverain";"souveraine";"souveraines";"souverains";3;1;0;0;0;0;;;;;0;0;7
54239;"soviétique";;;"soviétiques";3;1;0;0;0;0;;;;;0;0;87
54240;"soyeux";"soyeuse";"soyeuses";;1;0;0;0;0;0;;"soyeuse";"soyeuses";"soyeux";1;0;2
54241;"soûl";"soûle";"soûles";"soûls";1;0;0;0;0;0;;;;;0;0;0
54242;"soûlant";"soûlante";"soûlantes";"soûlants";1;0;0;0;0;0;;;;;0;0;0
54243;"spacieux";"spacieuse";"spacieuses";;1;0;0;0;0;0;;"spacieuse";"spacieuses";"spacieux";0;0;6
54244;"spartakiste";;;"spartakistes";1;0;0;0;0;0;;;;;0;0;0
54245;"spartiate";;;"spartiates";3;1;0;0;0;0;;;;;0;0;1
54246;"spasmodique";;;"spasmodiques";1;0;0;0;0;0;;;;;0;0;1
54247;"spasmolytique";;;"spasmolytiques";1;0;0;0;0;0;;;;;0;0;0
54248;"spathique";;;"spathiques";1;0;0;0;0;0;;;;;0;0;0
54249;"spatial";"spatiale";"spatiales";"spatiaux";1;0;0;0;0;0;;;;;0;0;15
54250;"spectaculaire";;;"spectaculaires";1;0;0;0;0;0;;;;;0;0;4
54251;"spectral";"spectrale";"spectrales";"spectraux";1;0;0;0;0;0;;;;;0;0;3
54252;"spectroscopique";;;"spectroscopiques";1;0;0;0;0;0;;;;;0;0;0
54253;"spermatique";;;"spermatiques";1;0;0;0;0;0;;;;;0;0;0
54254;"spermatiste";;;"spermatistes";3;1;0;0;0;0;;;;;0;0;0
54255;"sphinctérien";"sphinctérienne";"sphinctériennes";"sphinctériens";1;0;0;0;0;0;;;;;0;0;0
54256;"sphénoïdal";"sphénoïdale";"sphénoïdales";"sphénoïdaux";1;0;0;0;0;0;;;;;0;0;0
54257;"sphérique";;;"sphériques";1;0;0;0;0;0;;;;;0;0;3
54258;"sphéroïdal";"sphéroïdale";"sphéroïdales";"sphéroïdaux";1;0;0;0;0;0;;;;;0;0;0
54259;"sphéroïdique";;;"sphéroïdiques";1;0;0;0;0;0;;;;;0;0;0
54260;"spinal";"spinale";"spinales";"spinaux";1;0;0;0;0;0;;;;;0;0;0
54261;"spinoziste";;;"spinozistes";3;1;1;0;0;0;;;;;0;0;1
54262;"spiral";"spirale";"spirales";"spiraux";1;0;0;0;0;0;;;;;0;0;0
54263;"spiralée";;;;1;0;0;0;0;0;;;;;0;0;0
54264;"spirant";"spirante";"spirantes";"spirants";1;0;0;0;0;0;;;;;0;0;0
54265;"spirite";;;"spirites";1;0;0;0;0;0;;;;;0;0;0
54266;"spiritualiste";;;"spiritualistes";1;0;0;0;0;0;;;;;0;0;1
54267;"spirituel";"spirituelle";"spirituelles";"spirituels";1;0;0;0;0;0;;;;;0;0;55
54268;"spiritueux";"spiritueuse";"spiritueuses";;1;0;0;0;0;0;;"spiritueuse";"spiritueuses";"spiritueux";1;0;1
54269;"spiroïdal";"spiroïdale";"spiroïdales";"spiroïdaux";1;0;0;0;0;0;;;;;0;0;0
54270;"splanchnique";;;"splanchniques";1;0;0;0;0;0;;;;;0;0;0
54271;"spleenétique";;;"spleenétiques";1;0;0;0;0;0;;;;;0;0;1
54272;"splendide";;;"splendides";1;0;0;0;0;0;;;;;0;0;1
54273;"spoliateur";"spoliatrice";"spoliatrices";"spoliateurs";3;1;0;0;0;0;"spoliateurs";"spoliatrice";"spoliatrices";;0;0;0
54274;"spondaïque";;;"spondaïques";1;0;0;0;0;0;;;;;0;0;0
118990;"accroche-coeur";;;"accroche-coeurs";0;0;0;0;0;0;;;;;0;0;0
118991;"aéro-club";;;"aéro-clubs";0;0;0;0;0;0;;;;;0;0;2
118992;"à-côté";;;"à-côtés";0;0;0;0;0;0;;;;;0;0;1
118993;"à-coup";;;"à-coups";0;0;0;0;0;0;;;;;0;0;2
118994;"adjudant-chef";;;"adjudants-chefs";0;0;0;0;0;0;;;;;0;0;0
54275;"spongieux";"spongieuse";"spongieuses";;1;0;0;0;0;0;;"spongieuse";"spongieuses";"spongieux";0;0;0
54276;"spontané";"spontanée";"spontanées";"spontanés";1;0;0;0;0;0;;;;;0;0;24
54277;"sporadique";;;"sporadiques";1;0;0;0;0;0;;;;;0;0;0
54278;"sportif";"sportive";"sportives";"sportifs";3;1;0;0;0;0;"sportifs";"sportive";"sportives";;0;0;5
54279;"spumeux";"spumeuse";"spumeuses";;1;0;0;0;0;0;;"spumeuse";"spumeuses";"spumeux";0;0;0
54280;"spécial";"spéciale";"spéciales";"spéciaux";1;0;0;0;0;0;;;;;0;0;138
54281;"spécialiste";;;"spécialistes";3;1;0;0;0;0;;;;;0;0;73
54283;"spécieux";"spécieuse";"spécieuses";;1;0;0;0;0;0;;"spécieuse";"spécieuses";"spécieux";0;0;0
54284;"spécifique";;;"spécifiques";1;0;0;0;0;0;;;;;0;0;39
54285;"spéculaire";;;"spéculaires";1;0;0;0;0;0;;;;;0;0;0
54286;"spéculatif";"spéculative";"spéculatives";"spéculatifs";1;0;0;0;0;0;"spéculatifs";"spéculative";"spéculatives";;0;0;12
54287;"spéléologique";;;"spéléologiques";1;0;0;0;0;0;;;;;0;0;0
54288;"squameux";"squameuse";"squameuses";;1;0;0;0;0;0;;"squameuse";"squameuses";"squameux";0;0;0
54289;"squelettique";;;"squelettiques";1;0;0;0;0;0;;;;;0;0;1
54290;"squirreux";"squirreuse";"squirreuses";;1;0;0;0;0;0;;"squirreuse";"squirreuses";"squirreux";0;0;0
54291;"squirrheux";"squirrheuse";"squirrheuses";;1;0;0;0;0;0;;"squirrheuse";"squirrheuses";"squirrheux";0;0;0
54293;"stabilisateur";"stabilisatrice";"stabilisatrices";"stabilisateurs";3;1;1;0;0;0;"stabilisateurs";"stabilisatrice";"stabilisatrices";;0;0;0
54294;"stable";;;"stables";1;0;0;0;0;0;;;;;0;0;82
54295;"stagiaire";;;"stagiaires";3;1;0;0;0;0;;;;;0;0;35
54297;"stalinien";"stalinienne";"staliniennes";"staliniens";1;0;0;0;0;0;;;;;0;0;5
54298;"staminal";"staminale";"staminales";"staminaux";1;0;0;0;0;0;;;;;0;0;0
54299;"staminifère";;;"staminifères";1;0;0;0;0;0;;;;;0;0;0
54300;"staminé";"staminée";"staminées";"staminés";1;0;0;0;0;0;;;;;0;0;0
54301;"standard";;;"standards";3;1;0;0;0;0;;;;;0;0;900
54302;"staphylin";;;"staphylins";1;0;0;0;0;0;;;;;0;0;0
54303;"staphylococcique";;;"staphylococciques";1;0;0;0;0;0;;;;;0;0;0
54304;"statif";"stative";"statives";"statifs";1;0;0;0;0;0;"statifs";"stative";"statives";;0;0;0
54305;"stationnaire";;;"stationnaires";3;1;0;0;0;0;;;;;0;0;6
54306;"statique";;;"statiques";3;1;0;0;0;0;;;;;0;0;2
54307;"statistique";;;"statistiques";3;1;0;0;0;0;;;;;0;0;54
54308;"statuaire";;;"statuaires";3;1;0;0;0;0;;;;;0;0;1
54309;"statutaire";;;"statutaires";1;0;0;0;0;0;;;;;0;0;16
54310;"stellaire";;;"stellaires";1;0;0;0;0;0;;;;;0;0;4
54311;"stendhalien";"stendhalienne";"stendhaliennes";"stendhaliens";3;1;0;0;0;0;;;;;0;0;1
54312;"steppique";;;"steppiques";1;0;0;0;0;0;;;;;0;0;0
54313;"stercoraire";;;"stercoraires";3;1;0;0;0;0;;;;;0;0;0
54314;"stercoral";"stercorale";"stercorales";"stercoraux";1;0;0;0;0;0;;;;;0;0;0
54315;"sterling";;;;3;1;0;0;0;0;;;;;0;0;2
54316;"sternal";"sternale";"sternales";"sternaux";1;0;0;0;0;0;;;;;0;0;0
118995;"afro-cubain";"afro-cubaine";"afro-cubaines";"afro-cubains";0;0;0;0;0;0;;;;;0;0;0
118996;"afro-asiatique";;;"afro-asiatiques";0;0;1;0;0;0;;;;;0;0;1
54317;"sternutatoire";;;"sternutatoires";1;0;0;0;0;0;;;;;0;0;0
54318;"stertoreux";"stertoreuse";"stertoreuses";;1;0;0;0;0;0;;"stertoreuse";"stertoreuses";"stertoreux";0;0;0
54319;"stibié";"stibiée";"stibiées";"stibiés";1;0;0;0;0;0;;;;;0;0;0
54320;"stigmatique";;;"stigmatiques";1;0;0;0;0;0;;;;;0;0;0
54323;"stimulateur";"stimulatrice";"stimulatrices";"stimulateurs";3;1;0;0;0;0;"stimulateurs";"stimulatrice";"stimulatrices";;0;0;0
54327;"stochastique";;;"stochastiques";1;0;0;0;0;0;;;;;0;0;0
54328;"stomacal";"stomacale";"stomacales";"stomacaux";1;0;0;0;0;0;;;;;0;0;0
54329;"stomachique";;;"stomachiques";1;0;0;0;0;0;;;;;0;0;0
54330;"stoïcien";"stoïcienne";"stoïciennes";"stoïciens";3;1;0;0;0;0;;;;;0;0;2
54331;"stoïque";;;"stoïques";1;0;0;0;0;0;;;;;0;0;1
54332;"strabique";;;"strabiques";1;0;0;0;0;0;;;;;0;0;0
54333;"strasbourgeois";"strasbourgeoise";"strasbourgeoises";;3;1;0;0;0;0;;;;;0;0;3
54334;"stratigraphique";;;"stratigraphiques";1;0;0;0;0;0;;;;;0;0;1
54335;"stratosphérique";;;"stratosphériques";1;0;0;0;0;0;;;;;0;0;0
54336;"stratégique";;;"stratégiques";1;0;0;0;0;0;;;;;0;0;9
54337;"strict";"stricte";"strictes";"stricts";1;0;0;0;0;0;;;;;0;0;138
54338;"strident";"stridente";"stridentes";"stridents";1;0;0;0;0;0;;;;;0;0;6
54340;"striduleux";"striduleuse";"striduleuses";;1;0;0;0;0;0;;"striduleuse";"striduleuses";"striduleux";0;0;0
54341;"strioscopique";;;"strioscopiques";1;0;0;0;0;0;;;;;0;0;0
54343;"stroboscopique";;;"stroboscopiques";1;0;0;0;0;0;;;;;0;0;0
54344;"strombolien";"strombolienne";"stromboliennes";"stromboliens";1;0;0;0;0;0;;;;;0;0;0
54345;"structurable";;;"structurables";1;0;0;0;0;0;;;;;0;0;0
54346;"structural";"structurale";"structurales";"structuraux";1;0;0;0;0;0;;;;;0;0;57
54347;"structuraliste";;;"structuralistes";3;1;0;0;0;0;;;;;0;0;0
54348;"structurel";"structurelle";"structurelles";"structurels";1;0;0;0;0;0;;;;;0;0;21
54350;"studieux";"studieuse";"studieuses";;1;0;0;0;0;0;;"studieuse";"studieuses";"studieux";0;0;6
54351;"stupide";;;"stupides";1;0;0;0;0;0;;;;;0;0;23
54354;"stylistique";;;"stylistiques";3;1;0;0;0;0;;;;;0;0;0
54355;"stylographique";;;"stylographiques";1;0;0;0;0;0;;;;;0;0;0
54356;"styloïde";;;"styloïdes";1;0;0;0;0;0;;;;;0;0;0
54358;"styptique";;;"styptiques";3;1;0;0;0;0;;;;;0;0;0
54359;"stéarique";;;"stéariques";1;0;0;0;0;0;;;;;0;0;0
54360;"stéatopyge";;;"stéatopyges";1;0;0;0;0;0;;;;;0;0;0
54361;"sténographique";;;"sténographiques";1;0;0;0;0;0;;;;;0;0;0
54362;"sténotherme";;;"sténothermes";1;0;0;0;0;0;;;;;0;0;0
54363;"stérile";;;"stériles";1;0;0;0;0;0;;;;;0;0;19
118997;"agro-alimentaire";;;"agro-alimentaires";0;0;0;0;0;0;;;;;0;0;0
118998;"aide-comptable";;;"aides-comptables";0;0;0;0;0;0;;;;;0;0;0
118999;"aide-mémoire";;;;0;0;0;0;0;0;;;;;0;0;0
119000;"aigre-doux";"aigre-douce";"aigres-douces";"aigres-doux";0;0;0;0;0;0;;;;;0;0;0
119001;"aigue-marine";;;"aigues-marines";0;0;0;0;0;0;;;;;0;0;0
119002;"aller-retour";;;"aller-retours";0;0;0;0;0;0;;;;;0;0;0
86013;"contrebalançant";"contrebalançante";"contrebalançantes";"contrebalançants";4;0;0;0;0;0;;;;;0;0;0
86014;"contrebattant";"contrebattante";"contrebattantes";"contrebattants";4;0;0;0;0;0;;;;;0;0;0
86015;"contreboutant";"contreboutante";"contreboutantes";"contreboutants";4;0;0;0;0;0;;;;;0;0;0
86016;"contrebraquant";"contrebraquante";"contrebraquantes";"contrebraquants";4;0;0;0;0;0;;;;;0;0;0
54366;"stérique";;;"stériques";1;0;0;0;0;0;;;;;0;0;1
54367;"stéréographique";;;"stéréographiques";1;0;0;0;0;0;;;;;0;0;0
54368;"stéréophonique";;;"stéréophoniques";1;0;0;0;0;0;;;;;0;0;2
54369;"stéréoscopique";;;"stéréoscopiques";1;0;0;0;0;0;;;;;0;0;1
54370;"stéréotomique";;;"stéréotomiques";1;0;0;0;0;0;;;;;0;0;0
54374;"suave";;;"suaves";1;0;0;0;0;0;;;;;0;0;4
54375;"subaigu";"subaiguë";"subaiguës";"subaigus";1;0;0;0;0;0;"subaigus";"subaiguë";"subaiguës";;0;0;2
54376;"subalpin";"subalpine";"subalpines";"subalpins";1;0;0;0;0;0;;;;;0;0;0
54377;"subalterne";;;"subalternes";1;0;0;0;0;0;;;;;0;0;1
54378;"subconscient";"subconsciente";"subconscientes";"subconscients";3;1;0;0;0;0;;;;;0;0;2
54379;"subdivisible";;;"subdivisibles";1;0;1;0;0;0;;;;;0;0;0
54380;"subdivisionnaire";;;"subdivisionnaires";1;0;1;0;0;0;;;;;0;0;0
54381;"subintrant";"subintrante";"subintrantes";"subintrants";1;0;0;0;0;0;;;;;0;0;0
54382;"subit";"subite";"subites";"subits";1;0;0;0;0;0;;;;;0;0;13
54383;"subjacent";"subjacente";"subjacentes";"subjacents";1;0;0;0;0;0;;;;;0;0;0
54384;"subjectif";"subjective";"subjectives";"subjectifs";3;1;0;0;0;0;"subjectifs";"subjective";"subjectives";;0;0;6
54385;"subjectiviste";;;"subjectivistes";3;1;0;0;0;0;;;;;0;0;0
54386;"subjonctif";"subjonctive";"subjonctives";"subjonctifs";3;1;0;0;0;0;"subjonctifs";"subjonctive";"subjonctives";;0;0;20
